L_id	headword	headword_slp1	root	root_slp1	prefixes	karaka	karaka_sense	affix	affix_slp1	group	anubandha	anubandha_steps	affix_source	context
32325	vikarṣaḥ	vikarzaH	kṛṣa	kfza	vi	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	RaH . iti trikARqaSezaH .. (vi + kfza + BAve GaY . vi
32445	vicakṣaṇaḥ	vicakzaRaH				kartari	agent (kartari)	yuc	yuc	Agent — the doer	kṛt affix 'yuc' -> -ana; agent / action noun (yu -> ana) | anubandha: c = cit -> final acute accent (6.1.163)		WIL	dAttetaSca halAdeH .” 3 . 2 . 149 . iti karttari yuc .) p
32471	viceṣṭitaḥ	vicezwitaH	ceṣṭa	cezwa	vi	BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	cezwASUnyaSca .. * .. klI, vi + cezwa + BAve ktaH . vi
32490	vijayaḥ	vijayaH	ji	ji	vi	BAve	action / abstract (bhāve)	ac	ac	Agent — the doer	kṛt affix 'ac' -> -a; agent / action -a | anubandha: cit: final acute accent, antodatta (6.1.163)	c = it ; → -a	Apte-SH(affix_map.tsv)	vijayaH¦, puM, (vi + ji + BAve ac .) j
32589	vitaraṇaṃ	vitaraRaM	tṝ	tF	vi	BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	vitaraRaM¦, klI, (vi + tF + BAve lyuw .) d
32616	vitrāsaḥ	vitrAsaH	vipūrvvatrasadhātor	vipUrvvatrasaDAtor		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	trAsaH¦, puM, Bayam . vipUrvvatrasaDAtorBAve GaY- pra
32627	vidaḥ	vidaH	vida	vida		kartari	agent (kartari)	ka	ka	Other	taddhita/kṛt affix 'ka' -> -ka; -ka | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca)	→ -ka	Apte-SH(affix_map.tsv)	vidaH¦, puM, paRqitaH . vidaDAtoH karttari kapraty
32648	vidāraṇaṃ	vidAraRaM	dṝ	dF	vi	BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	vidAraRaM¦, klI, (vi + dF + Ric + BAve lyuw .) v
32650	vidāraṇaḥ	vidAraRaH	dṝ	dF	vi	karmaRi	object (karmaṇi)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	M, (vidAryyate'sO iti . vi + dF + Ric + karmmaRi lyuw .) k
32777	vinaśanaṃ	vinaSanaM	naśa	naSa	vi	aDikaraRe	location (adhikaraṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	rdaDAti sarasvatya- treti . vi + naSa + aDikaraRe lyuw .) k
32777	vinaśanaṃ	vinaSanaM	naśa	naSa	vi	BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	tra merupfzWe sarasvatI ..” vi + naSa + BAve lyuw .) v
32875	viprakāraḥ	viprakAraH	kṛ	kf	vi pra	BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	viprakAraH¦, puM, (vi + pra + kf + BAve GaY .) a
32889	viprayuktaḥ	viprayuktaH	yuj	yuj	pra	BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	viprayuktaH¦, tri, (pra + yuj + BAve ktaH . vi
32958	vimarśanaṃ	vimarSanaM				karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	iti hemacandraH .. (vimfSyate'neneti . karaRe lyuw . jY
33086	vilambitaṃ	vilambitaM				BAve	action / abstract (bhāve)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	ane DrOvyagatyadanArTAditi ADAre ktaH . BAve ktaH iti
33108	vilepī	vilepI	lipa	lipa	vi	karmaRi	object (karmaṇi)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	, strI, (vilipyate'sAviti . vi + lipa + karmmaRi GaY . st
33496	visarjjanaṃ	visarjjanaM	sṛja	sfja	vi	karmaRi	object (karmaṇi)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	..” viSezeRa sfjyate iti . vi + sfja + karmmaRi lyuw . ut
33501	visāraḥ	visAraH				BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	tikoktyA GaY .) matsyaH . ityamaraH .. (BAve GaY . ni
33529	vismitiḥ	vismitiH	vipūrvvasmidhātor	vipUrvvasmiDAtor		BAve	action / abstract (bhāve)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	iH¦, strI, vismaraRam . vipUrvvasmiDAtorBAve ktinpraty
33572	vīḥ	vIH	nyaṅkvāditvāt	nyaNkvAditvAt		BAve	action / abstract (bhāve)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	, (vayanamiti . vI gatO + nyaNkvAditvAt BAve kvip . aB
33593	vījanaṃ	vIjanaM	īja	Ija	vi	karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	naM¦, klI, (vIjyate'neneti . vi + Ija + karaRe lyuw .) v
33633	vītihotraḥ	vItihotraH	gatikāntyasanakhādaneṣu	gatikAntyasanaKAdanezu		karmaRi	object (karmaṇi)	ktin	ktin	Action / result noun	kṛt affix 'ktin' -> -ti; action noun (fem. -ti) | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it ; n = it ; → -ti	Apte-SH(affix_map.tsv)	raH¦, puM, (vI gatikAntyasanaKAdanezu + karmmaRi ktin . vI
34065	vedhanikā	veDanikA	vidha	viDa		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	DanikA¦, strI, (viDyate'nayeti . viDa + karaRe lyuw . ta
34093	vellaṃ	vellaM				BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	+ pacAdyac .) viqaNgaH . ityamaraH .. (BAve GaY .) g
34104	veśaḥ	veSaH	viś	viS		aDikaraRe	location (adhikaraṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	M, (viSanti nayanamanAMsyatreti . viS + aDikaraRe GaY . ya
34104	veśaḥ	veSaH				aDikaraRe	location (adhikaraṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	vijaH ..” * .. viSanti kAmukA yatreti . aDikaraRe GaY .) v
34299	vaiṣamyaṃ	vEzamyaM	viṣama	vizama		BAve	action / abstract (bhāve)	ṣyañ	zyaY	Abstract quality — “-ness”	taddhita affix 'ṣyañ' -> -ya; abstract "-ness/-hood" -ya (vṛddhi) | anubandha: sit (.s): feminine is formed with nis -i (4.1.41); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	ṣ = it (initial) ; ñ = it (→ vṛddhi) ; → -ya	Apte-SH(affix_map.tsv)	vEzamyaM¦, klI, (vizama + BAve zyaY .) v
34429	vyākośaḥ	vyAkoSaH				BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	vyAkoSakokanadatAM daDate nalinyaH ..” BAve GaY . pr
34572	vrajyā	vrajyA	r	r		BAve	action / abstract (bhāve)	kyap	kyap	Participle	kṛt affix 'kyap' -> -ya; future passive participle / gerundive | anubandha: k = kit -> no guṇa; p = pit -> anudātta		WIL	vrajanamiti . vraja gatO + “vrajayajo- rBAve kyap .” 3
34592	vraścanaḥ	vraScanaH	vṛścatyaneneti	vfScatyaneneti		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	. vraSca + lyuH . yadvA, vfScatyaneneti karaRe lyuw .) s
34601	brīḍaḥ	brIqaH	vrīḍa	vrIqa		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	brIqaH¦, puM, (vrIqa + BAve GaY .) l
34692	śakyaḥ	SakyaH	yadā	yadA		BAve	action / abstract (bhāve)	yat	yat	Gerundive — “to-be-Xed”	kṛt affix 'yat' -> -ya; gerundive -ya | anubandha: tit: svarita accent on the affix (6.1.185)	t = it ; → -ya	Apte-SH(affix_map.tsv)	yatA GawoDnIH ..”) SaktyASrayaH . (yadA BAve yat syAt
34930	śabdaḥ	SabdaH	śabda	Sabda		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	SabdaH¦, puM, (Sabda + BAve GaY . ya
34933	śabdanaḥ	SabdanaH	śabda	Sabda		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	yaH . ravaRaH 2 . ityamaraH .. (Sabda + BAve lyuw .) S
34943	śamanaḥ	SamanaH				kartari	agent (kartari)	lyu	lyu	Other	uncurated affix 'lyu' | it-letters: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms		generic-decoder	Samayati pApinAM karmma Alocaya- tIti . karttari lyuH .) y
34993	śayanīyaṃ	SayanIyaM	śī	SI		aDikaraRe	location (adhikaraṇe)	anīyar	anIyar	Participle	kṛt affix 'anīyar' -> -anīya; future passive participle ('fit to be done') | anubandha: r indicatory -> accent; gerundive		WIL	SayanIyaM¦, klI, (Sete'syAmiti . SI + aDikaraRe anIyar .) S
35058	śarāsanaṃ	SarAsanaM	asa	asa		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	(SarA asyante kzipyante'neneti . asa + karaRe lyuw .) D
35222	śasyāt	SasyAt	adaghātoḥ	adaGAtoH		kartari	agent (kartari)	kvip	kvip	Bare root / zero affix	kṛt affix 'kvip' -> -∅; zero affix -> root used directly as a noun | anubandha: k,v,i,p all it -> the whole affix elides (6.1.67)		WIL	BakzakaH . SasyaM atti ityarTe adaGAtoH karttari kvippraty
35500	śāstravipratiṣiddhaḥ	SAstravipratizidDaH	dhātoḥ	DAtoH		karmaRi	object (karmaṇi)	kta	kta	Participle	kṛt affix 'kta' -> -ta; past passive participle | anubandha: kit: blocks guna/vrddhi of the root vowel (1.1.5 kniti ca); tit: svarita accent on the affix (6.1.185)	k = it (P.1.3.8) ; → surface -ta	Apte-SH(affix_map.tsv)	AstraSabdapUrvvakavipUrvvakasiDa- DAtoH karmmaRi ktapraty
35941	śukādanaḥ	SukAdanaH	ad	ad		karmaRi	object (karmaṇi)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	naH¦, puM, (Sukena adyate'sO iti . ad + karmmaRi lyuw .) d
36299	śeṣaḥ	SezaH	vadhe	vaDe		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	uH prastAvamAdiSat dfSA ..” Siza vaDe + BAve GaY .) v
36308	śaithilyaṃ	SETilyaM	śithila	SiTila		BAve	action / abstract (bhāve)	ṣyañ	zyaY	Abstract quality — “-ness”	taddhita affix 'ṣyañ' -> -ya; abstract "-ness/-hood" -ya (vṛddhi) | anubandha: sit (.s): feminine is formed with nis -i (4.1.41); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	ṣ = it (initial) ; ñ = it (→ vṛddhi) ; → -ya	Apte-SH(affix_map.tsv)	SETilyaM¦, klI, (SiTila + BAve zyaY .) S
36393	śodhanaṃ	SoDanaM	śudha	SuDa		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	aNkuzWam . iti rAjanirGaRwaH .. (SuDa + BAve lyuw .) S
36396	śodhanī	SoDanI	śauce	SOce		karaRe	instrument (karaṇe)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	rI, (SoDyate'nayeti . SuDa SOce + Ric + karaRe lyuw . NI
36404	śobhanaṃ	SoBanaM	śubha	SuBa		BAve	action / abstract (bhāve)	lyuṭ	lyuw	Action / result noun	kṛt affix 'lyuṭ' -> -ana; action / instrument noun | anubandha: lit: acute on the vowel just before the it-letter (6.1.193); indicatory u: distinguishes the affix; conditions i.t in some forms; tit (.t): feminine is formed with nip -i (4.1.15)	l = it ; ṭ = it ; yu → ana (P.7.1.1) ; → -ana	Apte-SH(affix_map.tsv)	) padmam . iti SabdacandrikA .. (SuBa + BAve lyuw . Su
36409	śobhā	SoBA	śubha	SuBa		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	SoBA¦, strI, SoBante'nayA . (SuBa + karaRe GaY . wA
36412	śoṣaḥ	SozaH	śuṣ	Suz		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	SozaH¦, puM, (Suz + BAve GaY . So
36412	śoṣaḥ	SozaH	śuṣ	Suz		karaRe	instrument (karaṇe)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	. iti medinI .. (Suzyatyaneneti . Suz + karaRe GaY .) y
36529	śranthaḥ	SranTaH	śrantha	SranTa		BAve	action / abstract (bhāve)	ghañ	GaY	Action / result noun	kṛt affix 'ghañ' -> -a; action/result noun (bhāva, vṛddhi) | anubandha: git: treated as nit -> blocks guna/vrddhi (1.1.5); nit (n~): causes adi-vrddhi of the base (7.2.117) and svarita/ubhayapada	gh = it (initial) ; ñ = it (→ vṛddhi) ; → -a	Apte-SH(affix_map.tsv)	zRuH . iti trikARqa- SezaH .. (SranTa + BAve GaY .) S
